,0,1,2,3
576,[],0,[],[]
577,[],0,[],[]
578,[],0,[],[]
579,[],0,[],[]
580,[],0,[],[]
581,[],0,[],[]
582,[],0,[],[]
583,[],0,[],[]
584,[],0,[],[]
585,[],0,[],[]
586,[],0,[],[]
587,['wildboar'],1,[50.44695734977722],"[[0, 322, 295, 894]]"
588,[],0,[],[]
589,[],0,[],[]
590,['wildboar'],1,[50.81167817115784],"[[0, 330, 306, 855]]"
591,[],0,[],[]
592,[],0,[],[]
593,[],0,[],[]
594,[],0,[],[]
595,[],0,[],[]
596,[],0,[],[]
597,[],0,[],[]
598,[],0,[],[]
599,[],0,[],[]
600,[],0,[],[]
601,[],0,[],[]
602,[],0,[],[]
603,[],0,[],[]
604,[],0,[],[]
605,[],0,[],[]
606,[],0,[],[]
607,[],0,[],[]
608,[],0,[],[]
609,[],0,[],[]
610,[],0,[],[]
611,[],0,[],[]
612,[],0,[],[]
613,[],0,[],[]
614,[],0,[],[]
615,[],0,[],[]
616,[],0,[],[]
617,['wildboar'],1,[50.97343921661377],"[[0, 350, 300, 837]]"
618,[],0,[],[]
619,[],0,[],[]
620,[],0,[],[]
621,[],0,[],[]
622,['waterdeer'],1,[79.19537425041199],"[[1655, 359, 1920, 881]]"
623,['waterdeer'],1,[77.33522653579712],"[[1645, 359, 1920, 938]]"
624,['waterdeer'],1,[75.17514824867249],"[[1613, 330, 1920, 920]]"
625,[],0,[],[]
626,['waterdeer'],1,[52.29743719100952],"[[1687, 360, 1920, 967]]"
627,['waterdeer'],1,[67.37915873527527],"[[1650, 366, 1920, 915]]"
628,[],0,[],[]
629,['waterdeer'],1,[82.14357495307922],"[[1597, 321, 1920, 922]]"
630,['waterdeer'],1,[77.59535312652588],"[[1631, 333, 1920, 937]]"
631,['waterdeer'],1,[73.71653318405151],"[[1575, 326, 1920, 896]]"
632,['waterdeer'],1,[82.19820261001587],"[[1584, 355, 1920, 918]]"
633,['waterdeer'],1,[73.22394847869873],"[[1582, 339, 1920, 929]]"
634,"['wildboar', 'waterdeer']",2,"[53.01075577735901, 50.06641149520874]","[[1578, 347, 1920, 938], [1591, 363, 1920, 944]]"
635,['waterdeer'],1,[62.501055002212524],"[[1581, 348, 1920, 923]]"
636,['waterdeer'],1,[73.25065732002258],"[[1581, 353, 1920, 935]]"
637,[],0,[],[]
638,['waterdeer'],1,[59.27049517631531],"[[1576, 428, 1920, 931]]"
639,['wildboar'],1,[56.6611647605896],"[[1466, 316, 1920, 947]]"
640,['wildboar'],1,[57.90588855743408],"[[1498, 255, 1920, 952]]"
641,['wildboar'],1,[53.945761919021606],"[[1477, 243, 1920, 951]]"
642,['wildboar'],1,[60.40676236152649],"[[1510, 229, 1920, 975]]"
643,['wildboar'],1,[69.13958191871643],"[[1358, 295, 1920, 1001]]"
644,['wildboar'],1,[62.93548941612244],"[[1417, 251, 1920, 970]]"
645,['wildboar'],1,[67.28624105453491],"[[1444, 272, 1920, 1080]]"
646,['wildboar'],1,[59.575772285461426],"[[1386, 311, 1920, 1041]]"
647,['wildboar'],1,[59.00616645812988],"[[1423, 286, 1920, 1080]]"
648,[],0,[],[]
649,[],0,[],[]
650,['wildboar'],1,[64.34316635131836],"[[1439, 232, 1920, 1078]]"
651,[],0,[],[]
652,['wildboar'],1,[66.66486263275146],"[[1399, 271, 1920, 1059]]"
653,['wildboar'],1,[57.504987716674805],"[[1370, 322, 1920, 1033]]"
654,['wildboar'],1,[66.83157682418823],"[[1359, 286, 1920, 1058]]"
655,['wildboar'],1,[62.75449991226196],"[[1364, 267, 1920, 1069]]"
656,"['wildboar', 'waterdeer']",2,"[62.528252601623535, 55.47250509262085]","[[1384, 197, 1920, 1080], [1379, 259, 1920, 1080]]"
657,['wildboar'],1,[67.24605560302734],"[[1345, 204, 1920, 1070]]"
658,['wildboar'],1,[67.10097789764404],"[[1336, 236, 1920, 1069]]"
659,['wildboar'],1,[61.067599058151245],"[[1298, 243, 1920, 1064]]"
660,['wildboar'],1,[55.756908655166626],"[[1267, 211, 1906, 1075]]"
661,['wildboar'],1,[64.66010808944702],"[[1219, 273, 1848, 1080]]"
662,['wildboar'],1,[61.09630465507507],"[[1266, 216, 1920, 1080]]"
663,['wildboar'],1,[63.04451823234558],"[[1283, 225, 1920, 1040]]"
664,['wildboar'],1,[73.86428713798523],"[[1260, 217, 1904, 1080]]"
665,['wildboar'],1,[56.913286447525024],"[[1219, 264, 1852, 1080]]"
666,['wildboar'],1,[79.60730791091919],"[[1236, 244, 1865, 1044]]"
667,[],0,[],[]
668,['wildboar'],1,[76.24737620353699],"[[1153, 240, 1920, 1080]]"
669,['wildboar'],1,[77.8063416481018],"[[1244, 268, 1920, 1039]]"
670,['wildboar'],1,[80.50518035888672],"[[1151, 233, 1920, 1080]]"
671,['wildboar'],1,[90.05363583564758],"[[1156, 262, 1920, 1080]]"
672,['wildboar'],1,[89.41957950592041],"[[1156, 236, 1920, 1063]]"
673,[],0,[],[]
674,['wildboar'],1,[96.22725248336792],"[[1160, 269, 1920, 1080]]"
675,['wildboar'],1,[90.14204740524292],"[[1083, 247, 1920, 1080]]"
676,['wildboar'],1,[81.48072361946106],"[[1084, 255, 1920, 1037]]"
677,['wildboar'],1,[94.5318341255188],"[[1145, 287, 1920, 1044]]"
678,['wildboar'],1,[97.09093570709229],"[[1105, 271, 1920, 1080]]"
679,['wildboar'],1,[99.32045340538025],"[[1071, 252, 1920, 1080]]"
680,['wildboar'],1,[99.2258071899414],"[[1054, 278, 1920, 1080]]"
681,['wildboar'],1,[94.63158249855042],"[[1075, 269, 1920, 1077]]"
682,['wildboar'],1,[96.23905420303345],"[[975, 282, 1915, 1056]]"
683,['wildboar'],1,[95.05454897880554],"[[973, 278, 1920, 1066]]"
684,['wildboar'],1,[97.92279005050659],"[[970, 272, 1920, 1063]]"
685,['wildboar'],1,[98.62233400344849],"[[955, 272, 1920, 1080]]"
686,['wildboar'],1,[98.86502027511597],"[[961, 274, 1920, 1072]]"
687,['wildboar'],1,[93.05093288421631],"[[943, 281, 1920, 1074]]"
688,['wildboar'],1,[96.0288405418396],"[[916, 287, 1920, 1079]]"
689,['wildboar'],1,[98.96482229232788],"[[853, 293, 1920, 1056]]"
690,['wildboar'],1,[99.50532913208008],"[[793, 284, 1920, 1064]]"
691,['wildboar'],1,[99.5822548866272],"[[798, 286, 1920, 1060]]"
692,['wildboar'],1,[98.62643480300903],"[[845, 301, 1920, 1080]]"
693,['wildboar'],1,[99.94365572929382],"[[816, 293, 1920, 1080]]"
694,['wildboar'],1,[99.88768100738525],"[[765, 268, 1920, 1072]]"
695,['wildboar'],1,[99.76047277450562],"[[699, 298, 1920, 1080]]"
696,['wildboar'],1,[99.41173791885376],"[[788, 269, 1810, 1080]]"
697,['wildboar'],1,[98.9339828491211],"[[814, 273, 1809, 1080]]"
698,['wildboar'],1,[99.87881183624268],"[[630, 270, 1920, 1054]]"
699,['wildboar'],1,[98.82299900054932],"[[661, 271, 1889, 1080]]"
700,['wildboar'],1,[99.84283447265625],"[[622, 279, 1830, 1078]]"
701,['wildboar'],1,[99.24955368041992],"[[628, 296, 1776, 1075]]"
702,['wildboar'],1,[99.863600730896],"[[626, 293, 1804, 1080]]"
703,['wildboar'],1,[99.92448091506958],"[[523, 301, 1762, 1080]]"
704,['wildboar'],1,[97.11017608642578],"[[485, 290, 1744, 1080]]"
705,['wildboar'],1,[96.84549570083618],"[[502, 283, 1743, 1080]]"
706,['wildboar'],1,[99.50676560401917],"[[415, 286, 1882, 1080]]"
707,['wildboar'],1,[98.42815399169922],"[[422, 310, 1811, 1080]]"
708,['wildboar'],1,[99.63762760162354],"[[437, 319, 1819, 1080]]"
709,"['wildboar', 'marten']",2,"[99.9178409576416, 53.539860248565674]","[[271, 292, 1700, 1080], [1150, 834, 1546, 1080]]"
710,"['wildboar', 'marten']",2,"[99.95405673980713, 58.49670767784119]","[[272, 310, 1657, 1080], [1109, 818, 1530, 1077]]"
711,['wildboar'],1,[99.74068403244019],"[[397, 285, 1654, 1080]]"
712,['wildboar'],1,[99.55933094024658],"[[300, 317, 1616, 1080]]"
713,['wildboar'],1,[99.68162775039673],"[[296, 293, 1628, 1080]]"
714,['wildboar'],1,[98.2549250125885],"[[246, 292, 1581, 1080]]"
715,['wildboar'],1,[99.00611639022827],"[[302, 320, 1478, 1080]]"
716,['wildboar'],1,[94.8792815208435],"[[260, 302, 1496, 1080]]"
717,['wildboar'],1,[98.92753958702087],"[[204, 335, 1490, 1080]]"
718,['wildboar'],1,[94.63281631469727],"[[167, 343, 1387, 1080]]"
719,['wildboar'],1,[72.68804907798767],"[[134, 323, 1402, 1080]]"
720,['wildboar'],1,[93.68488788604736],"[[57, 291, 1405, 1080]]"
721,['wildboar'],1,[99.47705268859863],"[[78, 299, 1468, 1080]]"
722,['wildboar'],1,[97.05955982208252],"[[80, 304, 1469, 1080]]"
723,['wildboar'],1,[97.6722240447998],"[[16, 282, 1433, 1080]]"
724,['wildboar'],1,[95.51839828491211],"[[0, 320, 1395, 1080]]"
725,['wildboar'],1,[94.42500472068787],"[[52, 311, 1402, 1080]]"
726,['wildboar'],1,[92.48974919319153],"[[8, 340, 1290, 1080]]"
727,['wildboar'],1,[97.12662100791931],"[[7, 317, 1290, 1080]]"
728,['wildboar'],1,[70.42129039764404],"[[0, 330, 1202, 1080]]"
729,['wildboar'],1,[96.20503187179565],"[[25, 331, 1245, 1080]]"
730,['wildboar'],1,[95.4960584640503],"[[28, 323, 1248, 1080]]"
731,['wildboar'],1,[85.69990396499634],"[[20, 330, 1160, 1080]]"
732,['wildboar'],1,[75.0434935092926],"[[0, 302, 1294, 1080]]"
733,['wildboar'],1,[78.42556238174438],"[[0, 301, 1225, 1080]]"
734,['wildboar'],1,[85.52675247192383],"[[2, 314, 1111, 1080]]"
735,['wildboar'],1,[73.82758259773254],"[[0, 309, 1074, 1080]]"
736,['wildboar'],1,[74.80669021606445],"[[0, 311, 1069, 1080]]"
737,['wildboar'],1,[89.94818329811096],"[[0, 320, 1088, 1080]]"
738,['wildboar'],1,[91.02084636688232],"[[0, 314, 1115, 1080]]"
739,['wildboar'],1,[86.87314987182617],"[[5, 300, 1047, 1080]]"
740,['wildboar'],1,[84.12363529205322],"[[0, 324, 1010, 1080]]"
741,['wildboar'],1,[90.75793623924255],"[[0, 318, 1015, 1080]]"
742,['wildboar'],1,[86.2434983253479],"[[0, 316, 927, 1080]]"
743,['wildboar'],1,[93.19670796394348],"[[0, 336, 951, 1080]]"
744,['wildboar'],1,[93.07791590690613],"[[0, 328, 966, 1080]]"
745,['wildboar'],1,[84.862220287323],"[[0, 354, 870, 1080]]"
746,['wildboar'],1,[74.79398250579834],"[[0, 354, 901, 1080]]"
747,['wildboar'],1,[77.43659019470215],"[[0, 346, 899, 1080]]"
748,['wildboar'],1,[73.04500937461853],"[[0, 324, 852, 1080]]"
749,['wildboar'],1,[61.486053466796875],"[[0, 309, 920, 1080]]"
750,[],0,[],[]
751,[],0,[],[]
752,['wildboar'],1,[59.307295083999634],"[[0, 363, 845, 1080]]"
753,[],0,[],[]
754,[],0,[],[]
755,[],0,[],[]
756,['wildboar'],1,[61.255860328674316],"[[0, 353, 768, 1080]]"
757,['wildboar'],1,[52.80618071556091],"[[0, 368, 800, 1080]]"
758,['wildboar'],1,[66.71820282936096],"[[0, 346, 818, 1080]]"
759,['wildboar'],1,[78.2366931438446],"[[0, 353, 685, 1057]]"
760,['wildboar'],1,[76.76299214363098],"[[0, 385, 681, 1045]]"
761,['wildboar'],1,[77.37462520599365],"[[0, 393, 677, 1050]]"
762,[],0,[],[]
763,[],0,[],[]
764,[],0,[],[]
765,[],0,[],[]
766,[],0,[],[]
767,[],0,[],[]
768,[],0,[],[]
769,[],0,[],[]
770,[],0,[],[]
771,[],0,[],[]
772,[],0,[],[]
773,[],0,[],[]
774,[],0,[],[]
775,[],0,[],[]
776,[],0,[],[]
777,[],0,[],[]
778,[],0,[],[]
